	NC_030254.seq.c	NC_028300	NC_021768.seq.c	NC_024862.se	NC_015337	NC_016709	NC_026088	NC_024110	NC_027658	NC_023455	NC_023455.se	NC_010299	NC_006533	NC_026696	NC_027521.seq.c	NC_006364	NC_005035	NC_022821	NC_024862	NC_007012.seq.c	NC_005035.seq.c	NC_030254	NC_000845.seq.c	NC_000860.se	NC_024110.seq.c	NC_005796.se	NC_004701	NC_004377	NC_014404	NC_022841	NC_011137.se	NC_007012	NC_024110.se	NC_028537	NC_021768.se	NC_004449.seq.c	NC_008753.se	NC_003033	NC_008753	NC_005035.se	NC_025516	NC_003033.seq.c	NC_008417.se	NC_006364.seq.c	NC_011137.seq.c	NC_000860.seq.c	NC_029480.se	NC_010299.se	NC_023455.seq.c	NC_008753.seq.c	NC_004377.se	NC_021443	NC_015544	NC_003033.se	NC_000890	NC_004399	NC_008417	NC_001892	NC_007629.se	NC_004701.se	NC_007012.se	NC_003182	NC_006533.seq.c	NC_004399.seq.c	NC_007629	NC_022821.seq.c	NC_027521.se	NC_010299.seq.c	NC_004377.seq.c	NC_003182.se	NC_006364.se	NC_011137	NC_002980	NC_024862.seq.c	NC_029480	NC_007629.seq.c	NC_004449	NC_000890.seq.c	NC_027083	NC_027521	NC_026696.seq.c	NC_001892.se	NC_001892.seq.c	NC_000845	NC_002980.se	NC_002980.seq.c	NC_008417.seq.c	NC_029480.seq.c	NC_026287	NC_004701.seq.c	NC_021768	NC_006533.se	NC_000860	NC_015823	NC_000845.se	NC_000890.se	NC_003182.seq.c	NC_004399.se	NC_030254.se	NC_022821.se	NC_024269	NC_026696.se	NC_004449.se	NC_005796
NC_030254.seq.c	...	0]	inf	...	16693]	2.028	...	0]	inf	...	62]	9.419	...	16452]	2.028	...	16661]	2.028	...	16715]	2.027	...	18430]	2.025	...	16500]	2.028	...	16875]	2.027	...	42]	12.95	...	16618]	2.028	...	16682]	2.028	...	16704]	2.028	...	0]	inf	...	16367]	2.028	...	16814]	2.027	...	16804]	2.028	...	16701]	2.028	...	0]	inf	...	1]	464	...	16804]	2.028	...	0]	inf	...	51]	10.98	...	2]	232	...	60]	9.733	...	16571]	2.028	...	16999]	2.027	...	16478]	2.028	...	16776]	2.028	...	75]	8.107	...	16651]	2.028	...	54]	10.52	...	16555]	2.028	...	76]	8.105	...	0]	inf	...	62]	9.419	...	16968]	2.027	...	16868]	2.028	...	48]	11.67	...	16471]	2.028	...	0]	inf	...	78]	7.897	...	0]	inf	...	0]	inf	...	0]	inf	...	68]	8.824	...	36]	14.89	...	0]	inf	...	1]	464	...	44]	12.55	...	16719]	2.027	...	16735]	2.027	...	46]	12	...	16707]	2.027	...	16745]	2.028	...	16652]	2.028	...	16602]	2.028	...	62]	9.419	...	52]	10.92	...	41]	13.27	...	16685]	2.028	...	0]	inf	...	1]	464	...	16392]	2.028	...	0]	inf	...	63]	9.27	...	0]	inf	...	1]	464	...	52]	10.92	...	46]	12	...	16565]	2.028	...	16643]	2.028	...	0]	inf	...	16658]	2.028	...	0]	inf	...	16571]	2.028	...	1]	464	...	17046]	2.027	...	16907]	2.027	...	2]	232	...	47]	11.74	...	0]	inf	...	16613]	2.028	...	42]	12.95	...	1]	464	...	0]	inf	...	0]	inf	...	16700]	2.028	...	0]	inf	...	16701]	2.028	...	51]	10.98	...	16624]	2.028	...	16506]	2.028	...	44]	12.55	...	42]	12.95	...	1]	464	...	49]	11.43	...	50]	11.2	...	47]	11.74	...	16699]	2.027	...	39]	13.74	...	48]	11.67	...	16188]	2.029
NC_028300	...	0]	inf	...	16693]	0.1222	...	0]	inf	...	40]	13.6	...	16452]	1.895	...	16661]	1.918	...	16715]	1.651	...	18430]	1.95	...	16500]	1.783	...	16875]	1.876	...	63]	9.397	...	16618]	1.677	...	16682]	1.862	...	16704]	1.869	...	0]	inf	...	16367]	1.818	...	16814]	1.539	...	16804]	1.879	...	16701]	1.896	...	0]	inf	...	1]	464	...	16804]	1.908	...	0]	inf	...	50]	11.2	...	0]	inf	...	69]	8.696	...	16571]	1.891	...	16999]	1.951	...	16478]	1.941	...	16776]	1.898	...	38]	14.11	...	16651]	1.857	...	56]	10.29	...	16555]	1.914	...	44]	12.55	...	0]	inf	...	41]	13.27	...	16968]	1.617	...	16868]	1.493	...	44]	12.55	...	16471]	1.338	...	0]	inf	...	55]	10.47	...	0]	inf	...	0]	inf	...	0]	inf	...	54]	10.52	...	46]	12	...	1]	464	...	1]	464	...	51]	11.14	...	16719]	1.888	...	16735]	1.91	...	60]	9.733	...	16707]	1.924	...	16745]	1.904	...	16652]	1.464	...	16602]	1.7	...	39]	13.95	...	62]	9.548	...	69]	8.696	...	16685]	1.904	...	0]	inf	...	0]	inf	...	16392]	1.577	...	2]	232	...	41]	13.27	...	0]	inf	...	0]	inf	...	58]	10.07	...	56]	10.29	...	16565]	1.761	...	16643]	1.896	...	0]	inf	...	16658]	1.884	...	0]	inf	...	16571]	1.922	...	1]	464	...	17046]	0.7082	...	16907]	1.92	...	0]	inf	...	54]	10.52	...	0]	inf	...	16613]	1.468	...	55]	10.47	...	0]	inf	...	0]	inf	...	1]	464	...	16700]	1.932	...	1]	464	...	16701]	1.875	...	53]	10.72	...	16624]	1.924	...	16506]	1.86	...	54]	10.52	...	58]	9.931	...	0]	inf	...	63]	9.397	...	56]	10.29	...	49]	11.43	...	16699]	1.924	...	66]	8.97	...	63]	9.397	...	16188]	1.923
NC_021768.seq.c	...	0]	inf	...	16693]	2.028	...	0]	inf	...	50]	11.2	...	16452]	2.028	...	16661]	2.028	...	16715]	2.027	...	18430]	2.025	...	16500]	2.028	...	16875]	2.027	...	42]	12.95	...	16618]	2.028	...	16682]	2.028	...	16704]	2.028	...	1]	464	...	16367]	2.028	...	16814]	2.027	...	16804]	2.028	...	16701]	2.028	...	0]	inf	...	0]	inf	...	16804]	2.028	...	0]	inf	...	56]	10.29	...	0]	inf	...	56]	10.29	...	16571]	2.028	...	16999]	2.027	...	16478]	2.028	...	16776]	2.028	...	47]	11.74	...	16651]	2.028	...	54]	10.52	...	16555]	2.028	...	69]	8.696	...	0]	inf	...	44]	12.55	...	16968]	2.027	...	16868]	2.028	...	48]	11.67	...	16471]	2.028	...	0]	inf	...	49]	11.43	...	1]	464	...	1]	464	...	1]	464	...	75]	8.107	...	36]	14.89	...	0]	inf	...	0]	inf	...	44]	12.55	...	16719]	2.027	...	16735]	2.027	...	46]	12	...	16707]	2.027	...	16745]	2.028	...	16652]	2.028	...	16602]	2.028	...	53]	10.72	...	52]	10.92	...	41]	13.27	...	16685]	2.028	...	0]	inf	...	2]	232	...	16392]	2.028	...	0]	inf	...	73]	8.329	...	0]	inf	...	1]	464	...	52]	10.92	...	46]	12	...	16565]	2.028	...	16643]	2.028	...	1]	464	...	16658]	2.028	...	0]	inf	...	16571]	2.028	...	0]	inf	...	17046]	2.027	...	16907]	2.027	...	0]	inf	...	47]	11.74	...	0]	inf	...	16613]	2.028	...	42]	12.95	...	1]	464	...	0]	inf	...	0]	inf	...	16700]	2.028	...	0]	inf	...	16701]	2.028	...	51]	10.98	...	16624]	2.028	...	16506]	2.028	...	44]	12.55	...	42]	12.95	...	1]	464	...	49]	11.43	...	50]	11.2	...	47]	11.74	...	16699]	2.027	...	39]	13.74	...	48]	11.67	...	16188]	2.029
NC_024862.se	...	0]	inf	...	16693]	2.028	...	0]	inf	...	40]	11.6	...	16452]	2.028	...	16661]	2.028	...	16715]	2.028	...	18430]	2.025	...	16500]	2.028	...	16875]	2.028	...	66]	8.97	...	16618]	2.028	...	16682]	2.028	...	16704]	2.028	...	0]	inf	...	16367]	2.028	...	16814]	2.028	...	16804]	2.028	...	16701]	2.028	...	0]	inf	...	1]	464	...	16804]	2.028	...	0]	inf	...	50]	11.2	...	0]	inf	...	69]	8.696	...	16571]	2.028	...	16999]	2.027	...	16478]	2.028	...	16776]	2.028	...	38]	14.11	...	16651]	2.028	...	62]	9.419	...	16555]	2.028	...	44]	12.55	...	0]	inf	...	41]	13.27	...	16968]	2.027	...	16868]	2.028	...	79]	7.797	...	16471]	2.028	...	0]	inf	...	55]	10.47	...	0]	inf	...	0]	inf	...	0]	inf	...	54]	10.52	...	73]	8.329	...	0]	inf	...	0]	inf	...	69]	8.696	...	16719]	2.028	...	16735]	2.028	...	70]	8.571	...	16707]	2.028	...	16745]	2.028	...	16652]	2.028	...	16602]	2.028	...	39]	13.95	...	67]	8.955	...	70]	8.571	...	16685]	2.028	...	0]	inf	...	0]	inf	...	16392]	2.028	...	2]	232	...	41]	13.27	...	1]	464	...	1]	464	...	65]	9.108	...	70]	8.571	...	16565]	2.028	...	16643]	2.028	...	0]	inf	...	16658]	2.028	...	0]	inf	...	16571]	2.028	...	1]	464	...	17046]	2.027	...	16907]	2.028	...	0]	inf	...	66]	8.97	...	0]	inf	...	16613]	2.028	...	68]	8.824	...	1]	464	...	0]	inf	...	0]	inf	...	16700]	2.028	...	0]	inf	...	16701]	2.028	...	46]	12	...	16624]	2.028	...	16506]	2.028	...	64]	9.25	...	77]	8	...	0]	inf	...	56]	10.29	...	70]	8.571	...	78]	7.897	...	16699]	2.028	...	65]	9.108	...	62]	9.419	...	16188]	2.029
NC_015337	...	0]	inf	...	16693]	1.898	...	0]	inf	...	57]	10.25	...	16452]	0.123	...	16661]	1.686	...	16715]	1.907	...	18430]	1.838	...	16500]	1.895	...	16875]	1.849	...	57]	10.11	...	16618]	1.903	...	16682]	1.695	...	16704]	1.81	...	0]	inf	...	16367]	1.929	...	16814]	1.86	...	16804]	1.83	...	16701]	1.796	...	0]	inf	...	0]	inf	...	16804]	1.797	...	0]	inf	...	77]	8	...	0]	inf	...	63]	9.397	...	16571]	1.666	...	16999]	1.823	...	16478]	1.561	...	16776]	1.825	...	67]	8.955	...	16651]	1.677	...	67]	8.955	...	16555]	1.814	...	82]	7.707	...	0]	inf	...	65]	9.108	...	16968]	1.872	...	16868]	1.921	...	46]	12	...	16471]	1.922	...	0]	inf	...	69]	8.696	...	0]	inf	...	0]	inf	...	0]	inf	...	51]	11.14	...	63]	9.397	...	1]	464	...	0]	inf	...	81]	7.704	...	16719]	1.797	...	16735]	1.754	...	69]	8.696	...	16707]	1.825	...	16745]	1.625	...	16652]	1.907	...	16602]	1.93	...	61]	9.574	...	42]	12.95	...	56]	10.29	...	16685]	1.654	...	0]	inf	...	0]	inf	...	16392]	1.903	...	1]	464	...	54]	10.52	...	0]	inf	...	1]	464	...	52]	10.92	...	71]	8.563	...	16565]	1.901	...	16643]	1.574	...	0]	inf	...	16658]	1.8	...	0]	inf	...	16571]	1.757	...	1]	464	...	17046]	1.905	...	16907]	1.81	...	0]	inf	...	75]	8.213	...	0]	inf	...	16613]	1.861	...	41]	13.27	...	0]	inf	...	0]	inf	...	0]	inf	...	16700]	1.834	...	0]	inf	...	16701]	1.821	...	45]	12.27	...	16624]	1.607	...	16506]	1.721	...	48]	11.67	...	68]	8.824	...	0]	inf	...	37]	14.49	...	47]	11.91	...	71]	8.563	...	16699]	1.794	...	54]	10.52	...	69]	8.696	...	16188]	1.685
NC_016709	...	0]	inf	...	16693]	1.918	...	0]	inf	...	58]	9.931	...	16452]	1.672	...	16661]	0.1224	...	16715]	1.919	...	18430]	1.815	...	16500]	1.923	...	16875]	1.81	...	60]	9.733	...	16618]	1.902	...	16682]	1.603	...	16704]	1.833	...	0]	inf	...	16367]	1.933	...	16814]	1.904	...	16804]	1.824	...	16701]	1.794	...	0]	inf	...	0]	inf	...	16804]	1.776	...	0]	inf	...	54]	10.67	...	0]	inf	...	45]	12.27	...	16571]	1.625	...	16999]	1.886	...	16478]	1.705	...	16776]	1.787	...	69]	8.812	...	16651]	1.727	...	57]	10.11	...	16555]	1.776	...	56]	10.29	...	0]	inf	...	52]	10.92	...	16968]	1.884	...	16868]	1.921	...	77]	8	...	16471]	1.92	...	0]	inf	...	50]	11.36	...	0]	inf	...	1]	464	...	0]	inf	...	53]	10.57	...	64]	9.25	...	0]	inf	...	0]	inf	...	45]	12.27	...	16719]	1.799	...	16735]	1.769	...	61]	9.574	...	16707]	1.831	...	16745]	1.742	...	16652]	1.911	...	16602]	1.932	...	54]	10.67	...	44]	12.55	...	63]	9.397	...	16685]	1.744	...	0]	inf	...	0]	inf	...	16392]	1.922	...	0]	inf	...	55]	10.47	...	0]	inf	...	0]	inf	...	54]	10.67	...	53]	10.72	...	16565]	1.945	...	16643]	1.652	...	0]	inf	...	16658]	1.818	...	1]	464	...	16571]	1.724	...	0]	inf	...	17046]	1.917	...	16907]	1.832	...	0]	inf	...	62]	9.548	...	0]	inf	...	16613]	1.916	...	36]	14.89	...	0]	inf	...	2]	232	...	0]	inf	...	16700]	1.812	...	1]	464	...	16701]	1.83	...	48]	11.67	...	16624]	1.634	...	16506]	1.755	...	51]	11.14	...	57]	10.11	...	0]	inf	...	52]	10.92	...	61]	9.574	...	73]	8.329	...	16699]	1.836	...	75]	8.107	...	52]	10.92	...	16188]	1.701
NC_026088	...	0]	inf	...	16693]	1.651	...	1]	464	...	61]	9.574	...	16452]	1.906	...	16661]	1.922	...	16715]	0.1211	...	18430]	1.914	...	16500]	1.794	...	16875]	1.885	...	66]	8.97	...	16618]	1.592	...	16682]	1.883	...	16704]	1.932	...	0]	inf	...	16367]	1.875	...	16814]	1.691	...	16804]	1.887	...	16701]	1.935	...	0]	inf	...	0]	inf	...	16804]	1.919	...	0]	inf	...	53]	10.72	...	0]	inf	...	51]	11.14	...	16571]	1.897	...	16999]	1.973	...	16478]	1.925	...	16776]	1.933	...	62]	9.419	...	16651]	1.921	...	65]	9.108	...	16555]	1.908	...	44]	12.55	...	1]	464	...	76]	8.105	...	16968]	1.683	...	16868]	1.735	...	58]	9.931	...	16471]	1.696	...	0]	inf	...	55]	10.33	...	0]	inf	...	0]	inf	...	1]	464	...	53]	10.72	...	52]	10.92	...	0]	inf	...	0]	inf	...	62]	9.419	...	16719]	1.911	...	16735]	1.895	...	54]	10.52	...	16707]	1.936	...	16745]	1.904	...	16652]	1.684	...	16602]	1.714	...	59]	9.898	...	63]	9.397	...	60]	9.6	...	16685]	1.928	...	0]	inf	...	2]	232	...	16392]	1.72	...	0]	inf	...	65]	9.108	...	0]	inf	...	0]	inf	...	71]	8.563	...	54]	10.52	...	16565]	1.792	...	16643]	1.925	...	0]	inf	...	16658]	1.907	...	0]	inf	...	16571]	1.919	...	0]	inf	...	17046]	1.707	...	16907]	1.951	...	0]	inf	...	53]	10.72	...	0]	inf	...	16613]	1.668	...	51]	11.14	...	0]	inf	...	0]	inf	...	1]	464	...	16700]	1.933	...	0]	inf	...	16701]	1.935	...	60]	9.733	...	16624]	1.936	...	16506]	1.94	...	51]	11.14	...	66]	9.091	...	1]	464	...	57]	10.11	...	67]	8.955	...	61]	9.574	...	16699]	1.943	...	50]	11.2	...	57]	10.11	...	16188]	1.936
NC_024110	...	0]	inf	...	16693]	1.948	...	0]	inf	...	52]	10.92	...	16452]	1.819	...	16661]	1.798	...	16715]	1.912	...	18430]	0.1159	...	16500]	1.931	...	16875]	1.559	...	58]	9.931	...	16618]	1.923	...	16682]	1.764	...	16704]	1.431	...	0]	inf	...	16367]	1.943	...	16814]	1.924	...	16804]	1.636	...	16701]	1.457	...	0]	inf	...	0]	inf	...	16804]	1.612	...	0]	inf	...	49]	11.43	...	0]	inf	...	58]	10.07	...	16571]	1.84	...	16999]	1.915	...	16478]	1.81	...	16776]	1.605	...	67]	8.955	...	16651]	1.784	...	1]	464	...	16555]	1.225	...	71]	8.563	...	0]	inf	...	61]	9.574	...	16968]	1.908	...	16868]	1.958	...	70]	8.686	...	16471]	1.932	...	2]	232	...	61]	9.574	...	0]	inf	...	0]	inf	...	0]	inf	...	62]	9.548	...	47]	11.74	...	0]	inf	...	0]	inf	...	79]	7.797	...	16719]	1.449	...	16735]	1.812	...	63]	9.397	...	16707]	1.524	...	16745]	1.773	...	16652]	1.929	...	16602]	1.937	...	57]	10.11	...	51]	11.14	...	68]	8.824	...	16685]	1.819	...	0]	inf	...	0]	inf	...	16392]	1.899	...	0]	inf	...	73]	8.329	...	0]	inf	...	0]	inf	...	63]	9.397	...	71]	8.563	...	16565]	1.94	...	16643]	1.776	...	0]	inf	...	16658]	1.564	...	0]	inf	...	16571]	1.867	...	0]	inf	...	17046]	1.912	...	16907]	1.676	...	0]	inf	...	82]	7.61	...	1]	464	...	16613]	1.885	...	52]	10.77	...	0]	inf	...	0]	inf	...	0]	inf	...	16700]	1.461	...	0]	inf	...	16701]	1.486	...	56]	10.29	...	16624]	1.823	...	16506]	1.787	...	62]	9.548	...	64]	9.25	...	0]	inf	...	65]	9.108	...	38]	14.32	...	60]	9.733	...	16699]	1.523	...	56]	10.29	...	67]	8.955	...	16188]	1.737
NC_027658	...	1]	464	...	16693]	1.786	...	0]	inf	...	36]	14.89	...	16452]	1.901	...	16661]	1.933	...	16715]	1.798	...	18430]	1.937	...	16500]	0.1227	...	16875]	1.931	...	68]	8.824	...	16618]	1.789	...	16682]	1.907	...	16704]	1.933	...	0]	inf	...	16367]	1.89	...	16814]	1.789	...	16804]	1.94	...	16701]	1.932	...	1]	464	...	0]	inf	...	16804]	1.95	...	1]	464	...	65]	9.108	...	0]	inf	...	51]	11.14	...	16571]	1.929	...	16999]	1.97	...	16478]	1.941	...	16776]	1.92	...	65]	9.108	...	16651]	1.93	...	80]	7.8	...	16555]	1.953	...	61]	9.574	...	0]	inf	...	55]	10.47	...	16968]	1.773	...	16868]	1.83	...	67]	8.955	...	16471]	1.766	...	0]	inf	...	68]	8.824	...	0]	inf	...	1]	464	...	0]	inf	...	36]	14.67	...	61]	9.574	...	1]	464	...	0]	inf	...	67]	8.836	...	16719]	1.917	...	16735]	1.923	...	62]	9.419	...	16707]	1.954	...	16745]	1.918	...	16652]	1.818	...	16602]	1.843	...	69]	8.696	...	51]	11.14	...	59]	9.898	...	16685]	1.919	...	0]	inf	...	0]	inf	...	16392]	1.796	...	0]	inf	...	47]	11.91	...	0]	inf	...	0]	inf	...	57]	10.11	...	69]	8.696	...	16565]	1.726	...	16643]	1.938	...	0]	inf	...	16658]	1.928	...	0]	inf	...	16571]	1.955	...	0]	inf	...	17046]	1.808	...	16907]	1.929	...	0]	inf	...	61]	9.574	...	0]	inf	...	16613]	1.705	...	58]	10.07	...	1]	464	...	0]	inf	...	0]	inf	...	16700]	1.917	...	0]	inf	...	16701]	1.929	...	61]	9.574	...	16624]	1.95	...	16506]	1.917	...	62]	9.548	...	50]	11.2	...	0]	inf	...	69]	8.696	...	57]	10.11	...	69]	8.696	...	16699]	1.94	...	63]	9.397	...	60]	9.733	...	16188]	1.935
NC_023455	...	0]	inf	...	16693]	1.878	...	0]	inf	...	59]	9.898	...	16452]	1.846	...	16661]	1.811	...	16715]	1.885	...	18430]	1.592	...	16500]	1.905	...	16875]	0.1214	...	5]	94.4	...	16618]	1.918	...	16682]	1.807	...	16704]	1.265	...	0]	inf	...	16367]	1.923	...	16814]	1.871	...	16804]	1.551	...	16701]	1.392	...	0]	inf	...	0]	inf	...	16804]	1.564	...	0]	inf	...	62]	9.548	...	1]	464	...	53]	10.72	...	16571]	1.864	...	16999]	1.89	...	16478]	1.845	...	16776]	1.577	...	52]	10.92	...	16651]	1.857	...	50]	11.2	...	16555]	1.386	...	61]	9.574	...	0]	inf	...	61]	9.574	...	16968]	1.89	...	16868]	1.934	...	44]	12.55	...	16471]	1.896	...	1]	464	...	59]	9.898	...	1]	464	...	0]	inf	...	0]	inf	...	59]	9.898	...	58]	10.07	...	0]	inf	...	1]	464	...	56]	10.29	...	16719]	1.332	...	16735]	1.83	...	85]	7.435	...	16707]	1.363	...	16745]	1.809	...	16652]	1.925	...	16602]	1.877	...	55]	10.47	...	58]	9.931	...	52]	10.92	...	16685]	1.802	...	1]	464	...	0]	inf	...	16392]	1.868	...	0]	inf	...	70]	8.571	...	1]	464	...	0]	inf	...	69]	8.696	...	58]	9.931	...	16565]	1.92	...	16643]	1.87	...	0]	inf	...	16658]	1.021	...	1]	464	...	16571]	1.867	...	0]	inf	...	17046]	1.894	...	16907]	1.659	...	0]	inf	...	71]	8.563	...	1]	464	...	16613]	1.819	...	61]	9.574	...	0]	inf	...	0]	inf	...	0]	inf	...	16700]	1.314	...	0]	inf	...	16701]	1.342	...	44]	12.55	...	16624]	1.872	...	16506]	1.789	...	52]	10.92	...	31]	16.77	...	0]	inf	...	52]	10.92	...	56]	10.29	...	39]	13.95	...	16699]	1.455	...	43]	12.84	...	56]	10.29	...	16188]	1.787
